UNIT NAME,"INTERCONNECTION REQUEST
 NUMBER (INR)",UNIT CODE,TECHNOLOGY,FUEL,CDR STATUS,CDR RESOURCE ATTRIBUTE ,COUNTY,ZONE,"IN-SERVICE
DATE","INSTALLED CAPACITY
(MW)"
NELSON GARDENS LFG,,DG_78252_4UNITS,ST,BIOMASS,OPER,CONV-SODG,BEXAR,SOUTH,12/31/2013, 4.2 
WM RENEWABLE-AUSTIN LFG,,DG_SPRIN_4UNITS,ST,BIOMASS,OPER,CONV-SODG,TRAVIS,SOUTH,11/21/2007, 6.4 
WM RENEWABLE-MESQUITE CREEK LFG,,DG_FREIH_2UNITS,ST,BIOMASS,OPER,CONV-SODG,COMAL,SOUTH,8/1/2011, 3.2 
WM RENEWABLE-WESTSIDE LFG,,DG_WSTHL_3UNITS,ST,BIOMASS,OPER,CONV-SODG,PARKER,NORTH,2/5/2010, 4.8 
REMY JADE POWER STATION U7,24INR0736,JAD_UNIT7,GT,GAS,OPER-SYN,CONV,HARRIS,HOUSTON,9/12/2024, 60.5 
REMY JADE POWER STATION U8,24INR0736,JAD_UNIT8,GT,GAS,OPER-SYN,CONV,HARRIS,HOUSTON,9/12/2024, 60.5 
BEACHWOOD II POWER STATION U7,23INR0506,BCH_UNIT7,GT,GAS,OPER-SYN,CONV,BRAZORIA,COASTAL,11/15/2024, 60.5 
BEACHWOOD II POWER STATION U8,23INR0506,BCH_UNIT8,GT,GAS,OPER-SYN,CONV,BRAZORIA,COASTAL,11/15/2024, 60.5 
AMISTAD HYDRO 1,,AMISTAD_AMISTAG1,HY,HYDRO,OPER,CONV,VAL VERDE,WEST,6/1/1983, 37.9 
AMISTAD HYDRO 2,,AMISTAD_AMISTAG2,HY,HYDRO,OPER,CONV,VAL VERDE,WEST,10/1/1983, 37.9 
AUSTIN HYDRO 1,,AUSTPL_AUSTING1,HY,HYDRO,OPER,CONV,TRAVIS,SOUTH,4/1/1940, 9.0 
AUSTIN HYDRO 2,,AUSTPL_AUSTING2,HY,HYDRO,OPER,CONV,TRAVIS,SOUTH,4/1/1940, 9.0 
BUCHANAN HYDRO 1,,BUCHAN_BUCHANG1,HY,HYDRO,OPER,CONV,LLANO,SOUTH,1/1/1938, 18.3 
BUCHANAN HYDRO 2,,BUCHAN_BUCHANG2,HY,HYDRO,OPER,CONV,LLANO,SOUTH,1/1/1938, 18.3 
BUCHANAN HYDRO 3,,BUCHAN_BUCHANG3,HY,HYDRO,OPER,CONV,LLANO,SOUTH,5/19/1950, 18.3 
DENISON DAM 1,,DNDAM_DENISOG1,HY,HYDRO,OPER,CONV,GRAYSON,NORTH,3/1/1944, 50.8 
DENISON DAM 2,,DNDAM_DENISOG2,HY,HYDRO,OPER,CONV,GRAYSON,NORTH,3/4/1948, 50.8 
EAGLE PASS HYDRO,,EAGLE_HY_EAGLE_HY1,HY,HYDRO,OPER,CONV-TGR,MAVERICK,SOUTH,1/1/1928, 9.6 
FALCON HYDRO 1,,FALCON_FALCONG1,HY,HYDRO,OPER,CONV,STARR,SOUTH,10/11/1954, 12.0 
FALCON HYDRO 2,,FALCON_FALCONG2,HY,HYDRO,OPER,CONV,STARR,SOUTH,10/11/1954, 12.0 
FALCON HYDRO 3,,FALCON_FALCONG3,HY,HYDRO,OPER,CONV,STARR,SOUTH,10/11/1954, 12.0 
GRANITE SHOALS HYDRO 1,,WIRTZ_WIRTZ_G1,HY,HYDRO,OPER,CONV,BURNET,SOUTH,6/28/1951, 29.0 
GRANITE SHOALS HYDRO 2,,WIRTZ_WIRTZ_G2,HY,HYDRO,OPER,CONV,BURNET,SOUTH,8/3/1951, 29.0 
GUADALUPE BLANCO RIVER AUTH-CANYON,,CANYHY_CANYHYG1,HY,HYDRO,OPER,CONV-TGR,COMAL,SOUTH,1/1/1928, 6.0 
INKS HYDRO 1,,INKSDA_INKS_G1,HY,HYDRO,OPER,CONV,LLANO,SOUTH,1/1/1938, 15.0 
MARBLE FALLS HYDRO 1,,MARBFA_MARBFAG1,HY,HYDRO,OPER,CONV,BURNET,SOUTH,10/10/1951, 21.0 
MARBLE FALLS HYDRO 2,,MARBFA_MARBFAG2,HY,HYDRO,OPER,CONV,BURNET,SOUTH,9/25/1951, 19.8 
MARSHALL FORD HYDRO 1,,MARSFO_MARSFOG1,HY,HYDRO,OPER,CONV,TRAVIS,SOUTH,1/1/1941, 36.0 
MARSHALL FORD HYDRO 2,,MARSFO_MARSFOG2,HY,HYDRO,OPER,CONV,TRAVIS,SOUTH,1/1/1941, 36.0 
MARSHALL FORD HYDRO 3,,MARSFO_MARSFOG3,HY,HYDRO,OPER,CONV,TRAVIS,SOUTH,1/1/1941, 36.0 
WHITNEY DAM HYDRO,,WND_WHITNEY1,HY,HYDRO,OPER,CONV,BOSQUE,NORTH,1/1/1953, 22.0 
WHITNEY DAM HYDRO 2,,WND_WHITNEY2,HY,HYDRO,OPER,CONV,BOSQUE,NORTH,1/1/1953, 22.0 
ARLINGTON OUTLET HYDROELECTRIC FACILITY,,DG_OAKHL_1UNIT,HY,HYDRO,OPER,CONV-SODG,TARRANT,NORTH,1/1/1928, 1.4 
GUADALUPE BLANCO RIVER AUTH-MCQUEENEY,,DG_MCQUE_5UNITS,HY,HYDRO,OPER,CONV-SODG,GUADALUPE,SOUTH,1/1/1928, 7.7 
GUADALUPE BLANCO RIVER AUTH-SCHUMANSVILLE,,DG_SCHUM_2UNITS,HY,HYDRO,OPER,CONV-SODG,GUADALUPE,SOUTH,1/1/1928, 3.6 
LEWISVILLE HYDRO-CITY OF GARLAND,,DG_LWSVL_1UNIT,HY,HYDRO,OPER,CONV-SODG,DENTON,NORTH,1/1/1991, 2.2 
ANTELOPE IC 1,,AEEC_ANTLP_1,IC,GAS,OPER,SWGR-AVA,HALE,PANHANDLE,4/1/2016, 56.0 
ANTELOPE IC 2,,AEEC_ANTLP_2,IC,GAS,OPER,SWGR-AVA,HALE,PANHANDLE,4/1/2016, 56.0 
ANTELOPE IC 3,,AEEC_ANTLP_3,IC,GAS,OPER,SWGR-AVA,HALE,PANHANDLE,4/1/2016, 56.0 
ELK STATION CTG 1,,AEEC_ELK_1,GT,GAS,OPER,SWGR-AVA,HALE,PANHANDLE,4/1/2016, 202.0 
ELK STATION CTG 2,,AEEC_ELK_2,GT,GAS,OPER,SWGR-AVA,HALE,PANHANDLE,4/1/2016, 202.0 
ELK STATION CTG 3,,AEEC_ELK_3,GT,GAS,OPER,SWGR-AVA,HALE,PANHANDLE,4/1/2016, 202.0 
TENASKA FRONTIER STATION CTG 1,,FTR_FTR_G1,CC,GAS,OPER,SWGR-AVA,GRIMES,NORTH,9/17/2000, 185.0 
TENASKA FRONTIER STATION CTG 2,,FTR_FTR_G2,CC,GAS,OPER,SWGR-AVA,GRIMES,NORTH,9/17/2000, 185.0 
TENASKA FRONTIER STATION CTG 3,,FTR_FTR_G3,CC,GAS,OPER,SWGR-AVA,GRIMES,NORTH,9/17/2000, 185.0 
TENASKA FRONTIER STATION STG 4,,FTR_FTR_G4,CC,GAS,OPER,SWGR-AVA,GRIMES,NORTH,9/17/2000, 400.0 
TENASKA GATEWAY STATION CTG 1,,TGCCS_CT1,CC,GAS,OPER,SWGR-AVA,RUSK,NORTH,7/21/2001, 179.0 
TENASKA GATEWAY STATION CTG 2,,TGCCS_CT2,CC,GAS,OPER,SWGR-AVA,RUSK,NORTH,7/21/2001, 179.0 
TENASKA GATEWAY STATION CTG 3,,TGCCS_CT3,CC,GAS,OPER,SWGR-AVA,RUSK,NORTH,7/21/2001, 179.0 
TENASKA GATEWAY STATION STG 4,,TGCCS_UNIT4,CC,GAS,OPER,SWGR-AVA,RUSK,NORTH,7/21/2001, 402.0 
TENASKA KIAMICHI STATION 1CT101,,KMCHI_1CT101,CC,GAS,OPER,SWGR-AVA,FANNIN,NORTH,4/1/2003, 185.0 
TENASKA KIAMICHI STATION 1CT201,,KMCHI_1CT201,CC,GAS,OPER,SWGR-AVA,FANNIN,NORTH,4/1/2003, 185.0 
TENASKA KIAMICHI STATION 1ST,,KMCHI_1ST,CC,GAS,OPER,SWGR-AVA,FANNIN,NORTH,4/1/2003, 330.0 
TENASKA KIAMICHI STATION 2CT101,,KMCHI_2CT101,CC,GAS,OPER,SWGR-AVA,FANNIN,NORTH,4/1/2003, 185.0 
TENASKA KIAMICHI STATION 2CT201,,KMCHI_2CT201,CC,GAS,OPER,SWGR-AVA,FANNIN,NORTH,4/1/2003, 185.0 
TENASKA KIAMICHI STATION 2ST,,KMCHI_2ST,CC,GAS,OPER,SWGR-AVA,FANNIN,NORTH,4/1/2003, 330.0 
ANTELOPE IC 1,,AEEC_ANTLP_1_UNAVAIL,IC,GAS,OPER,SWGR-UNA,HALE,PANHANDLE,4/1/2016, (56.0)
ANTELOPE IC 2,,AEEC_ANTLP_2_UNAVAIL,IC,GAS,OPER,SWGR-UNA,HALE,PANHANDLE,4/1/2016, (56.0)
ANTELOPE IC 3,,AEEC_ANTLP_3_UNAVAIL,IC,GAS,OPER,SWGR-UNA,HALE,PANHANDLE,4/1/2016, (56.0)
ELK STATION CTG 1,,AEEC_ELK_1_UNAVAIL,GT,GAS,OPER,SWGR-UNA,HALE,PANHANDLE,4/1/2016, (202.0)
ELK STATION CTG 2,,AEEC_ELK_2_UNAVAIL,GT,GAS,OPER,SWGR-UNA,HALE,PANHANDLE,4/1/2016, (202.0)
ELK STATION CTG 3,,AEEC_ELK_3_UNAVAIL,GT,GAS,OPER,SWGR-UNA,HALE,PANHANDLE,4/1/2016, (202.0)
TENASKA GATEWAY STATION CTG 2,,TGCCS_CT2_UNAVAIL,CC,GAS,OPER,SWGR-UNA,RUSK,NORTH,7/21/2001, (179.0)
TENASKA GATEWAY STATION CTG 3,,TGCCS_CT3_UNAVAIL,CC,GAS,OPER,SWGR-UNA,RUSK,NORTH,7/21/2001, (179.0)
TENASKA KIAMICHI STATION 2CT101,,KMCHI_2CT101_UNAVAIL,CC,GAS,OPER,SWGR-UNA,FANNIN,NORTH,4/1/2003, (185.0)
TENASKA KIAMICHI STATION 2CT201,,KMCHI_2CT201_UNAVAIL,CC,GAS,OPER,SWGR-UNA,FANNIN,NORTH,4/1/2003, (185.0)
TENASKA KIAMICHI STATION 2ST,,KMCHI_2ST_UNAVAIL,CC,GAS,OPER,SWGR-UNA,FANNIN,NORTH,4/1/2003, (330.0)
TENASKA KIAMICHI STATION 1CT101,,KMCHI_1CT101_UNAVAIL,CC,GAS,OPER,SWGR-UNA,FANNIN,NORTH,4/1/2003, (185.0)
AGUAYO WIND U1,,AGUAYO_UNIT1,WT,WIND-O,OPER,CONV,MILLS,NORTH,10/17/2023, 193.5 
AMADEUS WIND 1 U1,,AMADEUS1_UNIT1,WT,WIND-O,OPER,CONV,FISHER,WEST,4/5/2021, 36.7 
AMADEUS WIND 1 U2,,AMADEUS1_UNIT2,WT,WIND-O,OPER,CONV,FISHER,WEST,4/5/2021, 35.8 
AMADEUS WIND 2 U1,,AMADEUS2_UNIT3,WT,WIND-O,OPER,CONV,FISHER,WEST,4/5/2021, 177.7 
ANACACHO WIND,,ANACACHO_ANA,WT,WIND-O,OPER,CONV,KINNEY,SOUTH,12/27/2012, 99.8 
ANCHOR WIND U2,,ANCHOR_WIND2,WT,WIND-O,OPER,CONV,CALLAHAN,WEST,4/15/2024, 98.9 
ANCHOR WIND U3,,ANCHOR_WIND3,WT,WIND-O,OPER,CONV,CALLAHAN,WEST,4/15/2024, 90.0 
ANCHOR WIND U4,,ANCHOR_WIND4,WT,WIND-O,OPER,CONV,CALLAHAN,WEST,4/15/2024, 38.7 
ANCHOR WIND U5,,ANCHOR_WIND5,WT,WIND-O,OPER,CONV,CALLAHAN,WEST,4/15/2024, 19.3 
APOGEE WIND U1,,APOGEE_UNIT1,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 25.0 
APOGEE WIND U2,,APOGEE_UNIT2,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 14.0 
APOGEE WIND U3,,APOGEE_UNIT3,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 30.2 
APOGEE WIND U4,,APOGEE_UNIT4,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 115.0 
APOGEE WIND U5,,APOGEE_UNIT5,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 110.0 
APOGEE WIND U6,,APOGEE_UNIT6,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 24.0 
APOGEE WIND U7,,APOGEE_UNIT7,WT,WIND-O,OPER,CONV,THROCKMORTON,WEST,4/19/2024, 75.0 
APPALOOSA RUN WIND U1,,APPALOSA_UNIT1,WT,WIND-O,OPER,CONV,UPTON,WEST,3/6/2024, 157.9 
APPALOOSA RUN WIND U2,,APPALOSA_UNIT2,WT,WIND-O,OPER,CONV,UPTON,WEST,3/6/2024, 13.9 
AQUILLA LAKE WIND U1,,AQUILLA_U1_23,WT,WIND-O,OPER,CONV,HILL & LIMESTONE,NORTH,1/31/2023, 13.9 
AQUILLA LAKE WIND U2,,AQUILLA_U1_28,WT,WIND-O,OPER,CONV,HILL & LIMESTONE,NORTH,1/31/2023, 135.4 
AQUILLA LAKE 2 WIND U1,,AQUILLA_U2_23,WT,WIND-O,OPER,CONV,HILL & LIMESTONE,NORTH,1/31/2023, 7.0 
AQUILLA LAKE 2 WIND U2,,AQUILLA_U2_28,WT,WIND-O,OPER,CONV,HILL & LIMESTONE,NORTH,1/31/2023, 143.8 
AVIATOR WIND U1,,AVIATOR_UNIT1,WT,WIND-O,OPER,CONV,COKE,WEST,6/22/2021, 180.1 
AVIATOR WIND U2,,AVIATOR_UNIT2,WT,WIND-O,OPER,CONV,COKE,WEST,6/22/2021, 145.6 
AVIATOR WIND U3,,DEWOLF_UNIT1,WT,WIND-O,OPER,CONV,COKE,WEST,6/22/2021, 199.3 
BLACKJACK CREEK WIND U1,,BLACKJAK_UNIT1,WT,WIND-O,OPER,CONV,BEE,SOUTH,5/12/2023, 120.0 
BLACKJACK CREEK WIND U2,,BLACKJAK_UNIT2,WT,WIND-O,OPER,CONV,BEE,SOUTH,5/12/2023, 120.0 
BAFFIN WIND UNIT1,,BAFFIN_UNIT1,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,6/24/2016, 100.0 
BAFFIN WIND UNIT2,,BAFFIN_UNIT2,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,6/24/2016, 102.0 
BARROW RANCH (JUMBO HILL WIND) 1,,BARROW_UNIT1,WT,WIND-O,OPER,CONV,ANDREWS,WEST,9/7/2021, 90.2 
BARROW RANCH (JUMBO HILL WIND) 2,,BARROW_UNIT2,WT,WIND-O,OPER,CONV,ANDREWS,WEST,9/7/2021, 70.5 
BARTON CHAPEL WIND,,BRTSW_BCW1,WT,WIND-O,OPER,CONV,JACK,NORTH,12/1/2007, 120.0 
BLUE SUMMIT WIND 1 A,,BLSUMMIT_BLSMT1_5,WT,WIND-O,OPER,CONV,WILBARGER,WEST,12/16/2013, 132.8 
BLUE SUMMIT WIND 1 B,,BLSUMMIT_BLSMT1_6,WT,WIND-O,OPER,CONV,WILBARGER,WEST,12/16/2013, 7.0 
BLUE SUMMIT WIND 2 A,,BLSUMMIT_UNIT2_25,WT,WIND-O,OPER,CONV,WILBARGER,WEST,4/6/2020, 92.5 
BLUE SUMMIT WIND 2 B,,BLSUMMIT_UNIT2_17,WT,WIND-O,OPER,CONV,WILBARGER,WEST,4/6/2020, 6.9 
BLUE SUMMIT WIND 3 A,,BLSUMIT3_UNIT_17,WT,WIND-O,OPER,CONV,WILBARGER,WEST,5/19/2020, 13.7 
BLUE SUMMIT WIND 3 B,,BLSUMIT3_UNIT_25,WT,WIND-O,OPER,CONV,WILBARGER,WEST,5/19/2020, 186.5 
BOBCAT BLUFF WIND,,BCATWIND_WIND_1,WT,WIND-O,OPER,CONV,ARCHER,WEST,4/17/2020, 162.0 
BRISCOE WIND,,BRISCOE_WIND,WT,WIND-P,OPER,CONV,BRISCOE,PANHANDLE,11/13/2015, 149.9 
BRUENNING'S BREEZE A,,BBREEZE_UNIT1,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,12/31/2017, 120.0 
BRUENNING'S BREEZE B,,BBREEZE_UNIT2,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,12/31/2017, 108.0 
BUCKTHORN WIND 1 A,,BUCKTHRN_UNIT1,WT,WIND-O,OPER,CONV,ERATH,NORTH,12/12/2017, 44.9 
BUCKTHORN WIND 1 B,,BUCKTHRN_UNIT2,WT,WIND-O,OPER,CONV,ERATH,NORTH,12/12/2017, 55.7 
BUFFALO GAP WIND 1,,BUFF_GAP_UNIT1,WT,WIND-O,OPER,CONV,TAYLOR,WEST,4/21/2006, 120.6 
BUFFALO GAP WIND 2_1,,BUFF_GAP_UNIT2_1,WT,WIND-O,OPER,CONV,TAYLOR,WEST,7/1/2007, 115.5 
BUFFALO GAP WIND 2_2,,BUFF_GAP_UNIT2_2,WT,WIND-O,OPER,CONV,TAYLOR,WEST,7/1/2007, 117.0 
BUFFALO GAP WIND 3,,BUFF_GAP_UNIT3,WT,WIND-O,OPER,CONV,TAYLOR,WEST,7/30/2008, 170.2 
BULL CREEK WIND U1,,BULLCRK_WND1,WT,WIND-O,OPER,CONV,BORDEN,WEST,5/14/2009, 89.0 
BULL CREEK WIND U2,,BULLCRK_WND2,WT,WIND-O,OPER,CONV,BORDEN,WEST,5/14/2009, 91.0 
CABEZON WIND (RIO BRAVO I WIND) 1 A,,CABEZON_WIND1,WT,WIND-O,OPER,CONV,STARR,SOUTH,12/17/2019, 115.2 
CABEZON WIND (RIO BRAVO I WIND) 1 B,,CABEZON_WIND2,WT,WIND-O,OPER,CONV,STARR,SOUTH,12/17/2019, 122.4 
CACTUS FLATS WIND U1,,CFLATS_U1,WT,WIND-O,OPER,CONV,CONCHO,WEST,6/13/2022, 148.4 
CALLAHAN WIND,,CALLAHAN_WND1,WT,WIND-O,OPER,CONV,CALLAHAN,WEST,12/15/2004, 123.1 
CAMERON COUNTY WIND,,CAMWIND_UNIT1,WT,WIND-C,OPER,CONV,CAMERON,COASTAL,1/27/2016, 165.0 
CAMP SPRINGS WIND 1,,CSEC_CSECG1,WT,WIND-O,OPER,CONV,SCURRY,WEST,5/26/2007, 134.4 
CAMP SPRINGS WIND 2,,CSEC_CSECG2,WT,WIND-O,OPER,CONV,SCURRY,WEST,11/15/2007, 123.6 
CANADIAN BREAKS WIND,,CN_BRKS_UNIT_1,WT,WIND-P,OPER,CONV,OLDHAM,PANHANDLE,12/17/2019, 210.1 
CAPRICORN RIDGE WIND 1,,CAPRIDGE_CR1,WT,WIND-O,OPER,CONV,STERLING,WEST,8/1/2007, 231.7 
CAPRICORN RIDGE WIND 2,,CAPRIDGE_CR2,WT,WIND-O,OPER,CONV,STERLING,WEST,8/1/2007, 149.5 
CAPRICORN RIDGE WIND 3,,CAPRIDGE_CR3,WT,WIND-O,OPER,CONV,STERLING,WEST,2/15/2008, 200.9 
CAPRICORN RIDGE WIND 4,,CAPRIDG4_CR4,WT,WIND-O,OPER,CONV,STERLING,WEST,5/22/2008, 121.5 
CEDRO HILL WIND 1,,CEDROHIL_CHW1,WT,WIND-O,OPER,CONV,WEBB,SOUTH,11/23/2010, 79.4 
CEDRO HILL WIND 2,,CEDROHIL_CHW2,WT,WIND-O,OPER,CONV,WEBB,SOUTH,11/23/2010, 78.0 
CHALUPA WIND,,CHALUPA_UNIT1,WT,WIND-C,OPER,CONV,CAMERON,COASTAL,6/10/2021, 173.3 
CHAMPION WIND,,CHAMPION_UNIT1,WT,WIND-O,OPER,CONV,NOLAN,WEST,1/28/2008, 126.5 
CHAPMAN RANCH WIND IA (SANTA CRUZ),,SANTACRU_UNIT1,WT,WIND-C,OPER,CONV,NUECES,COASTAL,7/11/2017, 150.6 
CHAPMAN RANCH WIND IB (SANTA CRUZ),,SANTACRU_UNIT2,WT,WIND-C,OPER,CONV,NUECES,COASTAL,7/11/2017, 98.4 
COTTON PLAINS WIND,,COTPLNS_COTTONPL,WT,WIND-P,OPER,CONV,FLOYD,PANHANDLE,1/12/2017, 50.4 
CRANELL WIND,,CRANELL_UNIT1,WT,WIND-C,OPER,CONV,REFUGIO,COASTAL,1/27/2022, 220.0 
DERMOTT WIND 1_1,,DERMOTT_UNIT1,WT,WIND-O,OPER,CONV,SCURRY,WEST,8/1/2017, 126.5 
DERMOTT WIND 1_2,,DERMOTT_UNIT2,WT,WIND-O,OPER,CONV,SCURRY,WEST,8/1/2017, 126.5 
DESERT SKY WIND 1 A,,DSKYWND1_UNIT_1A,WT,WIND-O,OPER,CONV,PECOS,WEST,2/24/2022, 65.8 
DESERT SKY WIND 1 B,,DSKYWND2_UNIT_2A,WT,WIND-O,OPER,CONV,PECOS,WEST,2/24/2022, 65.8 
DESERT SKY WIND 2 A,,DSKYWND1_UNIT_1B,WT,WIND-O,OPER,CONV,PECOS,WEST,2/24/2022, 23.9 
DESERT SKY WIND 2 B,,DSKYWND2_UNIT_2B,WT,WIND-O,OPER,CONV,PECOS,WEST,2/24/2022, 14.7 
DOUG COLBECK'S CORNER (CONWAY) A,,GRANDVW1_COLA,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,3/15/2016, 100.2 
DOUG COLBECK'S CORNER (CONWAY) B,,GRANDVW1_COLB,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,3/15/2016, 100.2 
EAST RAYMOND WIND (EL RAYO) U1,,EL_RAYO_UNIT1,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,6/11/2021, 101.2 
EAST RAYMOND WIND (EL RAYO) U2,,EL_RAYO_UNIT2,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,6/11/2021, 99.0 
ELBOW CREEK WIND,,ELB_ELBCREEK,WT,WIND-O,OPER,CONV,HOWARD,WEST,11/21/2008, 121.9 
ELECTRA WIND 1,,DIGBY_UNIT1,WT,WIND-O,OPER,CONV,WILBARGER,WEST,10/17/2016, 101.3 
ELECTRA WIND 2,,DIGBY_UNIT2,WT,WIND-O,OPER,CONV,WILBARGER,WEST,10/17/2016, 134.3 
EL ALGODON ALTO W U1,,ALGODON_UNIT1,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,5/11/2022, 171.6 
EL ALGODON ALTO W U2,,ALGODON_UNIT2,WT,WIND-C,OPER,CONV,WILLACY,COASTAL,5/11/2022, 28.6 
ESPIRITU WIND,,CHALUPA_UNIT2,WT,WIND-C,OPER,CONV,CAMERON,COASTAL,6/10/2021, 25.2 
FALVEZ ASTRA WIND,,ASTRA_UNIT1,WT,WIND-P,OPER,CONV,RANDALL,PANHANDLE,5/24/2017, 163.2 
FLAT TOP WIND I,,FTWIND_UNIT_1,WT,WIND-O,OPER,CONV,MILLS,NORTH,9/7/2018, 200.0 
FLUVANNA RENEWABLE 1 A,,FLUVANNA_UNIT1,WT,WIND-O,OPER,CONV,SCURRY,WEST,11/20/2017, 79.8 
FLUVANNA RENEWABLE 1 B,,FLUVANNA_UNIT2,WT,WIND-O,OPER,CONV,SCURRY,WEST,11/20/2017, 75.6 
FOARD CITY WIND 1 A,,FOARDCTY_UNIT1,WT,WIND-O,OPER,CONV,FOARD,WEST,12/5/2019, 186.5 
FOARD CITY WIND 1 B,,FOARDCTY_UNIT2,WT,WIND-O,OPER,CONV,FOARD,WEST,12/5/2019, 163.8 
FOREST CREEK WIND,,MCDLD_FCW1,WT,WIND-O,OPER,CONV,GLASSCOCK,WEST,3/1/2007, 124.2 
GOAT WIND,,GOAT_GOATWIND,WT,WIND-O,OPER,CONV,STERLING,WEST,2/21/2008, 80.0 
GOAT WIND 2,,GOAT_GOATWIN2,WT,WIND-O,OPER,CONV,STERLING,WEST,4/14/2010, 69.6 
GOLDTHWAITE WIND 1,,GWEC_GWEC_G1,WT,WIND-O,OPER,CONV,MILLS,NORTH,5/29/2014, 148.6 
GOODNIGHT WIND U1,,GOODNIT1_UNIT1,WT,WIND-P,OPER,CONV,ARMSTRONG,PANHANDLE,4/8/2024, 121.0 
GOODNIGHT WIND U2,,GOODNIT1_UNIT2,WT,WIND-P,OPER,CONV,ARMSTRONG,PANHANDLE,4/8/2024, 137.1 
GOPHER CREEK WIND 1,,GOPHER_UNIT1,WT,WIND-O,OPER,CONV,BORDEN,WEST,3/9/2020, 82.0 
GOPHER CREEK WIND 2,,GOPHER_UNIT2,WT,WIND-O,OPER,CONV,BORDEN,WEST,3/9/2020, 76.0 
GRANDVIEW WIND 1 (CONWAY) GV1A,,GRANDVW1_GV1A,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,11/1/2014, 107.4 
GRANDVIEW WIND 1 (CONWAY) GV1B,,GRANDVW1_GV1B,WT,WIND-P,OPER,CONV,CARSON,PANHANDLE,11/1/2014, 103.8 
GREEN MOUNTAIN WIND (BRAZOS) U1,,BRAZ_WND_BRAZ_WND1,WT,WIND-O,OPER,CONV,SCURRY,WEST,7/1/2023, 120.0 
GREEN MOUNTAIN WIND (BRAZOS) U2,,BRAZ_WND_BRAZ_WND2,WT,WIND-O,OPER,CONV,SCURRY,WEST,7/1/2023, 62.4 
GREEN PASTURES WIND I,,GPASTURE_WIND_I,WT,WIND-O,OPER,CONV,BAYLOR,WEST,11/17/2015, 150.0 
GRIFFIN TRAIL WIND U1,,GRIF_TRL_UNIT1,WT,WIND-O,OPER,CONV,KNOX,WEST,10/28/2021, 98.7 
GRIFFIN TRAIL WIND U2,,GRIF_TRL_UNIT2,WT,WIND-O,OPER,CONV,KNOX,WEST,10/28/2021, 126.9 
GULF WIND I,,TGW_T1,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,5/6/2021, 141.6 
GULF WIND II,,TGW_T2,WT,WIND-C,OPER,CONV,KENEDY,COASTAL,5/6/2021, 141.6 
GUNSIGHT MOUNTAIN WIND,,GUNMTN_G1,WT,WIND-O,OPER,CONV,HOWARD,WEST,9/28/2016, 119.9 
HACKBERRY WIND,,HWF_HWFG1,WT,WIND-O,OPER,CONV,SHACKELFORD,WEST,12/21/2008, 165.6 
HEREFORD WIND G,,HRFDWIND_WIND_G,WT,WIND-P,OPER,CONV,DEAF SMITH,PANHANDLE,10/23/2014, 99.9 
HEREFORD WIND V,,HRFDWIND_WIND_V,WT,WIND-P,OPER,CONV,DEAF SMITH,PANHANDLE,10/23/2014, 100.0 
HICKMAN (SANTA RITA WIND) 1,,HICKMAN_G1,WT,WIND-O,OPER,CONV,REAGAN,WEST,5/9/2018, 152.5 
HICKMAN (SANTA RITA WIND) 2,,HICKMAN_G2,WT,WIND-O,OPER,CONV,REAGAN,WEST,5/9/2018, 147.5 
HIDALGO & STARR WIND 11,,MIRASOLE_MIR11,WT,WIND-O,OPER,CONV,HIDALGO,SOUTH,12/15/2016, 52.0 
HIDALGO & STARR WIND 12,,MIRASOLE_MIR12,WT,WIND-O,OPER,CONV,HIDALGO,SOUTH,12/15/2016, 98.0 
HIDALGO & STARR WIND 21,,MIRASOLE_MIR21,WT,WIND-O,OPER,CONV,HIDALGO,SOUTH,12/15/2016, 100.0 
HIDALGO II WIND,,MIRASOLE_MIR13,WT,WIND-O,OPER,CONV,HIDALGO,SOUTH,7/30/2021, 50.4 
HIGH LONESOME W 1A,,HI_LONE_WGR1A,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 46.0 
HIGH LONESOME W 1B,,HI_LONE_WGR1B,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 51.9 
HIGH LONESOME W 1C,,HI_LONE_WGR1C,WT,WIND-O,OPER,CONV,CROCKETT,WEST,7/1/2021, 25.3 
